fullpath,exe,length,crc,load_address,magicexe,magicload,magictext
Educational ($.edu.csv)\EDU63\t.SPEC,0,7887,376,0,0,0,no match #1
Educational ($.edu.csv)\EDU63\t.EST7,0,1247,39882,0,0,0,no match #1
Educational ($.edu.csv)\EDU63\$.BAS,16744483,6001,20428,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU63\$.WHOAMI,16744483,318,24746,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU63\$.TEMPCON,16744483,1434,41059,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU63\$.START,0,22,39420,0,0,0,no match #1
Educational ($.edu.csv)\EDU63\$.SIMULAT,16744483,6372,58045,16718592,32803,3584,Basic page=&E00 #1
Educational ($.edu.csv)\EDU63\$.BANNER,12288,1256,60748,12288,32803,0,Basic #1
Educational ($.edu.csv)\EDU63\$.SF8,7057,4028,53557,7057,32761,4352,TYB music samples #6
Educational ($.edu.csv)\EDU63\$.SF7,7057,4557,12953,7057,32761,4352,TYB music samples #3
Educational ($.edu.csv)\EDU63\$.SF6,7057,2819,59968,7057,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU63\$.SF5,7057,2745,2780,7057,32761,4352,TYB music samples #1
Educational ($.edu.csv)\EDU63\t.EST,16777215,2600,24754,0,0,0,no match #1
Educational ($.edu.csv)\EDU63\$.SF4,7057,593,1464,7057,0,0,no match #1
Educational ($.edu.csv)\EDU63\$.SF3,7057,3566,18780,7057,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU63\$.SF2,7057,3526,33886,7057,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU63\$.SF1,7057,3759,44331,7057,32761,4352,TYB music samples #3
Educational ($.edu.csv)\EDU63\$.SCIFI,6400,3507,55785,6400,32803,0,Basic #1
Educational ($.edu.csv)\EDU63\$.GMQ,16744483,6083,4633,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU63\$.!BOOT,0,11,28890,0,0,0,no match #1
Educational ($.edu.csv)\EDU63\d.SPEC,0,153,54005,0,0,0,no match #1
Educational ($.edu.csv)\EDU63\d.SMITH,16777215,16384,16553,0,32515,16384,Mode 3 screen #2
Educational ($.edu.csv)\EDU63\d.EST7,0,119,35557,0,0,0,no match #1
Educational ($.edu.csv)\EDU63\d.EST,16777215,117,33129,0,0,0,no match #1
Educational ($.edu.csv)\EDU63\$.MKR,16744483,7854,6755,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU63\$.MERGE,16744483,7845,53913,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU63\$.LINK,16744483,1108,9715,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.Z,7193,13824,63252,6744,0,0,no match #1
Educational ($.edu.csv)\EDU64\$.LOADER,16744483,31,56287,16718080,0,0,no match #1
Educational ($.edu.csv)\EDU64\$.A,7193,13568,12313,6744,0,0,no match #1
Educational ($.edu.csv)\EDU64\$.!SASFWN,6402,192,39075,6402,0,0,no match #1
Educational ($.edu.csv)\EDU64\$.ART1,16744483,6581,36092,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.ART,16744483,944,50286,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.RKF-2,32803,5630,8178,2048,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.RKF,32803,1523,42020,2048,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.RECURR,2048,4097,25781,2048,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.PRNTDMP,16744483,3691,19461,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.MENU,16744483,3025,31979,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.LINEQ,2048,5885,62080,2048,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.L,23040,8000,13863,23040,0,0,no match #1
Educational ($.edu.csv)\EDU64\$.ITERATE,32803,1582,32759,2048,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.ITER-2,32803,5867,10778,2048,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.INTEGR,2048,6655,38102,2048,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.GELIM,2048,6399,53168,2048,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.GAUSS,2048,6399,35076,2048,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.DE-2,32803,5631,14424,2048,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.DE,32803,1314,29478,2048,32803,0,Basic #1
Educational ($.edu.csv)\EDU64\$.!BOOT,16731970,14,34276,17750,0,0,no match #1
Educational ($.edu.csv)\EDU64\$.G,7104,13824,6120,6744,0,0,no match #1
Educational ($.edu.csv)\EDU64\$.F,7104,13568,26450,6744,0,0,no match #1
Educational ($.edu.csv)\EDU64\$.E,7104,13568,18582,6744,0,0,no match #1
Educational ($.edu.csv)\EDU64\$.D,7103,13824,32950,6744,0,0,no match #1
Educational ($.edu.csv)\EDU64\$.CE8,3304,24,37316,3304,0,0,no match #1
Educational ($.edu.csv)\EDU64\$.C,7103,13824,38406,6744,0,0,no match #1
Educational ($.edu.csv)\EDU64\$.B,7103,13824,9803,6744,0,0,no match #1
Educational ($.edu.csv)\EDU65\T.pq4hi2,16777215,88,17066,0,0,0,no match #1
Educational ($.edu.csv)\EDU65\T.pq3f,16777215,88,8408,0,0,0,no match #1
Educational ($.edu.csv)\EDU65\E.Para3mc,16777215,3622,41794,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU65\E.4WORD1,16777215,4271,60911,0,0,0,no match #1
Educational ($.edu.csv)\EDU65\E.4ODD3,16777215,1384,46216,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU65\E.3samf3,16777215,1969,27590,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU65\E.3catf,16777215,1999,38262,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU65\$.TOUCH,16777215,256,64081,0,0,0,no match #1
Educational ($.edu.csv)\EDU65\$.TBALL,16777215,256,63833,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU65\$.SDUMP,16777215,368,64696,0,0,0,no match #1
Educational ($.edu.csv)\EDU65\$.PR_EX,16744491,14341,55463,16715264,32803,0,Basic #1
Educational ($.edu.csv)\EDU65\$.HELP,16777215,7536,3550,0,32761,4352,TYB music samples #1
Educational ($.edu.csv)\EDU65\T.Para3mc,16777215,88,26106,0,0,0,no match #1
Educational ($.edu.csv)\EDU65\$.GRPA13,16744491,11169,14414,16715264,32803,0,Basic #1
Educational ($.edu.csv)\EDU65\$.COMPAR,16777215,25,60102,0,0,0,no match #1
Educational ($.edu.csv)\EDU65\$.BANNER,16744491,754,5541,16715264,32803,0,Basic #1
Educational ($.edu.csv)\EDU65\$.$RTEMP$,16777215,16384,16465,0,32515,16384,Mode 3 screen #2
Educational ($.edu.csv)\EDU65\$.!BOOT,16777215,12,9264,0,0,0,no match #1
Educational ($.edu.csv)\EDU65\T.P3Q4MF,16777215,88,1426,0,0,0,no match #1
Educational ($.edu.csv)\EDU65\T.MC4PAT,16777215,88,14923,0,0,0,no match #1
Educational ($.edu.csv)\EDU65\T.mc4,16777215,88,65337,0,0,0,no match #1
Educational ($.edu.csv)\EDU65\T.cat3pf,16777215,88,63116,0,0,0,no match #1
Educational ($.edu.csv)\EDU65\R._____10,16777215,387,25324,0,0,0,no match #1
Educational ($.edu.csv)\EDU65\E.Vsyn2,16777215,2741,16637,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU65\E.SEM2a,16777215,2434,49803,0,0,0,no match #1
Educational ($.edu.csv)\EDU66\2.TEMPIC,5888,512,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\2.PICMAK,8192,5888,16494,6400,0,0,no match #1
Educational ($.edu.csv)\EDU66\2.PIC1,5888,512,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\2.PIC0,2560,16,17763,2560,0,0,no match #1
Educational ($.edu.csv)\EDU66\1.TEMPIC,5888,512,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\1.PICMAK,8192,5888,3496,6400,0,0,no match #1
Educational ($.edu.csv)\EDU66\1.PIC9,5888,256,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\1.PIC8,5888,256,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\1.PIC7,5888,256,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\1.PIC6,5888,256,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\1.PIC5,5888,256,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\1.PIC4,5888,256,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\2.PIC9,5888,512,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\1.PIC3,5888,256,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\1.PIC2,5888,256,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\1.PIC1,5888,256,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\1.PIC0,2560,16,17763,2560,0,0,no match #1
Educational ($.edu.csv)\EDU66\$.SINTA,3072,256,53124,3072,0,0,no match #1
Educational ($.edu.csv)\EDU66\$.PICSAVE,16744483,4276,28068,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU66\$.PICPOP2,16744483,4732,11560,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU66\$.PICPOP,16744491,122,10265,16715264,0,0,no match #1
Educational ($.edu.csv)\EDU66\$.CHARS,0,256,2489,3072,0,0,no match #1
Educational ($.edu.csv)\EDU66\$.!BOOT,0,85,35862,0,0,0,no match #1
Educational ($.edu.csv)\EDU66\2.PIC8,5888,512,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\2.PIC7,5888,512,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\2.PIC6,5888,512,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\2.PIC5,5888,512,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\2.PIC4,5888,512,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\2.PIC3,5888,512,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU66\2.PIC2,5888,512,0,5888,0,0,no match #1
Educational ($.edu.csv)\EDU67\T.te,0,256,28412,3072,0,0,no match #1
Educational ($.edu.csv)\EDU67\T.td,0,768,35230,5632,32761,4352,TYB music samples #1
Educational ($.edu.csv)\EDU67\A.EG0703,12288,15520,31231,12288,0,0,no match #1
Educational ($.edu.csv)\EDU67\A.EG0702,12288,15776,29066,12288,0,0,no match #1
Educational ($.edu.csv)\EDU67\A.EG0701,12288,15808,25933,12288,0,0,no match #1
Educational ($.edu.csv)\EDU67\$.!Boot,0,37,7888,0,0,0,no match #1
Educational ($.edu.csv)\EDU67\T.tc,16744483,5522,33635,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU67\T.tb,16744483,5316,27274,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU67\T.ta,16744483,2404,20689,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU67\B.EG0708,12288,13184,11233,12288,0,0,no match #1
Educational ($.edu.csv)\EDU67\B.EG0707,12288,15744,45244,12288,0,0,no match #1
Educational ($.edu.csv)\EDU67\B.EG0706,12288,15168,29434,12288,0,0,no match #1
Educational ($.edu.csv)\EDU67\B.EG0705,12288,15744,50088,12288,0,0,no match #1
Educational ($.edu.csv)\EDU67\A.EG0704,12288,15744,18837,12288,0,0,no match #1
Educational ($.edu.csv)\EDU68\$.E,7104,13568,18582,6744,0,0,no match #1
Educational ($.edu.csv)\EDU68\$.D,7103,13824,32950,6744,0,0,no match #1
Educational ($.edu.csv)\EDU68\B.HY1205,12288,15232,478,12288,0,0,no match #1
Educational ($.edu.csv)\EDU68\A.HY1204,12288,15136,54139,12288,0,0,no match #1
Educational ($.edu.csv)\EDU68\A.HY1203,12288,16608,23153,12288,0,0,no match #1
Educational ($.edu.csv)\EDU68\A.HY1202,12288,13472,54820,12288,0,0,no match #1
Educational ($.edu.csv)\EDU68\A.HY1201,12288,12416,27236,12288,0,0,no match #1
Educational ($.edu.csv)\EDU68\$.!Boot,0,37,7888,0,0,0,no match #1
Educational ($.edu.csv)\EDU68\W.te,0,256,38131,3072,0,0,no match #1
Educational ($.edu.csv)\EDU68\T.td,0,768,24335,5632,0,0,no match #1
Educational ($.edu.csv)\EDU68\T.tc,16744483,5564,24157,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU68\T.tb,16744483,5360,53144,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU68\T.ta,16744483,2446,32309,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU68\B.HY1208,12288,12576,9411,12288,0,0,no match #1
Educational ($.edu.csv)\EDU68\B.HY1207,12288,15648,9842,12288,0,0,no match #1
Educational ($.edu.csv)\EDU68\B.HY1206,12288,15808,52024,12288,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.Z0,6745,15783,54788,6745,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.Z,8204,26,50387,8192,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.D,8204,26,16270,8192,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.C0,7132,15783,43262,6745,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.C,8204,26,19744,8192,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.B0,7132,15783,42161,6745,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.B,8204,26,24002,8192,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.A0,7175,15783,54553,6745,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.A,8204,26,27876,8192,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.0,0,1024,24082,2304,32519,31744,Mode 7 screen #2
Educational ($.edu.csv)\EDU69\$.THOMAS,6402,192,61834,6402,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.L,23040,8000,2325,23040,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.G0,6745,15783,30615,6745,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.G,8204,26,3752,8192,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.F0,6745,15783,2510,6745,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.F,8204,26,7754,8192,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.E0,6745,15783,27377,6745,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.E,8204,26,12140,8192,0,0,no match #1
Educational ($.edu.csv)\EDU69\$.D0,7163,15783,4432,6745,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.Z0,6745,15783,39570,6745,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.Z,8204,26,50387,8192,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.D,8204,26,16270,8192,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.C0,7163,15783,63096,6745,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.C,8204,26,19744,8192,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.B0,7139,15783,34723,6745,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.B,8204,26,24002,8192,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.A0,7175,15783,38151,6745,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.A,8204,26,27876,8192,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.0,0,1024,24082,2304,32519,31744,Mode 7 screen #2
Educational ($.edu.csv)\EDU70\$.THOMAS1,6402,192,61834,6402,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.L,23040,8000,2325,23040,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.G0,7132,15783,46045,6745,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.G,8204,26,3752,8192,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.F0,7163,15783,22846,6745,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.F,8204,26,7754,8192,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.E0,7163,15783,37723,6745,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.E,8204,26,12140,8192,0,0,no match #1
Educational ($.edu.csv)\EDU70\$.D0,7163,15783,43354,6745,0,0,no match #1
Educational ($.edu.csv)\EDU71\W.WORDS,16777215,119,35779,0,0,0,no match #1
Educational ($.edu.csv)\EDU71\T.WORDS,16777215,71,44129,16777215,0,0,no match #1
Educational ($.edu.csv)\EDU71\$.WORDS2,16744491,1886,15932,16715264,32803,0,Basic #1
Educational ($.edu.csv)\EDU71\$.TRESHNT,16744679,4463,22457,16715264,32803,0,Basic #1
Educational ($.edu.csv)\EDU71\$.README,16744491,325,21893,16715264,32803,0,Basic #1
Educational ($.edu.csv)\EDU71\$.POPUL,16715264,5253,38758,16715264,32803,0,Basic #1
Educational ($.edu.csv)\EDU71\$.MENU,16744491,1217,43889,16715264,32803,0,Basic #1
Educational ($.edu.csv)\EDU71\$.GARDEN4,16744491,5727,50300,16715264,32803,0,Basic #1
Educational ($.edu.csv)\EDU71\$.FLASH2,16744491,1919,24492,16715264,32803,0,Basic #1
Educational ($.edu.csv)\EDU71\$.CODE2,16744491,1935,56119,16715264,32803,0,Basic #1
Educational ($.edu.csv)\EDU71\$.BOTMOD5,16744483,3996,46122,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU71\$.AQADO5,16744491,4356,31438,16715264,32803,0,Basic #1
Educational ($.edu.csv)\EDU71\T.SOLVED,16777215,71,18743,16777215,0,0,no match #1
Educational ($.edu.csv)\EDU71\$.!BOOT,16777215,10,32802,0,0,0,no match #1
Educational ($.edu.csv)\EDU71\T.SAMPLE,16777215,128,1198,16777215,0,0,no match #1
Educational ($.edu.csv)\EDU71\T.CLUES,16777215,9,36912,16777215,0,0,no match #1
Educational ($.edu.csv)\EDU71\T.CARDS,0,890,36551,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU71\Q.QUOTES,0,81920,59923,0,0,0,no match #1
Educational ($.edu.csv)\EDU71\D.PRICES,16777215,78,34486,0,0,0,no match #1
Educational ($.edu.csv)\EDU71\C.SAMPLE,16777215,121,8859,0,0,0,no match #1
Educational ($.edu.csv)\EDU71\$.WRDPUZ6,16744491,4131,8284,16715264,32803,0,Basic #1
Educational ($.edu.csv)\EDU72\$.WASHING,16744483,3473,51656,6400,32803,0,Basic #1
Educational ($.edu.csv)\EDU72\$.TRAIN,16744483,2448,28055,6400,32803,0,Basic #1
Educational ($.edu.csv)\EDU72\$.BOMBS,16744483,1541,49774,6400,32803,0,Basic #1
Educational ($.edu.csv)\EDU72\$.BOMBER,16744483,1790,34396,6400,32803,0,Basic #1
Educational ($.edu.csv)\EDU72\$.BINGO,16744483,5369,39835,6400,32803,3584,Basic page=&E00 #1
Educational ($.edu.csv)\EDU72\$.!SIDNEY,16744483,2029,2727,6912,32803,0,Basic #1
Educational ($.edu.csv)\EDU72\$.!BOOT,0,16,1285,0,0,0,no match #1
Educational ($.edu.csv)\EDU72\$.SIMSUM,16744483,10639,2425,6400,32803,0,Basic #1
Educational ($.edu.csv)\EDU72\$.ROCKETS,16744483,4767,27157,6400,32803,0,Basic #1
Educational ($.edu.csv)\EDU72\$.RESULTS,0,171,50512,0,0,0,no match #1
Educational ($.edu.csv)\EDU72\$.LADY,16744483,6519,35709,6400,32803,3584,Basic page=&E00 #1
Educational ($.edu.csv)\EDU72\$.JMCOUNT,16744483,960,25166,6400,32803,0,Basic #1
Educational ($.edu.csv)\EDU72\$.INKSAND,16744483,13822,50219,6400,32803,0,Basic #1
Educational ($.edu.csv)\EDU72\$.CAT&MSE,16744483,7425,14911,6400,32803,0,Basic #1
Educational ($.edu.csv)\EDU72\$.CAKES,16744483,4405,18595,6400,32803,0,Basic #1
Educational ($.edu.csv)\EDU73\$.STOCK,16744483,8122,20217,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU73\$.PLANNER,16744483,7863,27503,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU73\$.NOISE2,16744483,846,36796,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU73\$.NOISE,16744483,513,48304,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU73\$.HELP,16744483,1926,3146,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU73\$.ABC,16744483,1537,1760,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU73\$.ADDRESS,16744483,4763,58335,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU73\$.!BOOT,0,31,44394,0,0,0,no match #1
Educational ($.edu.csv)\EDU73\$.BUILDER,3584,7159,3980,3584,32803,3584,Basic page=&E00 #1
Educational ($.edu.csv)\EDU73\$.FINAL,16744483,1350,9734,16717056,32803,0,Basic #1
Educational ($.edu.csv)\EDU73\$.T-BOMB,16716115,2816,31064,6400,0,0,no match #1
Educational ($.edu.csv)\EDU73\$.PEND1,16744483,1530,6210,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU73\$.menu,16718080,1028,5128,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU73\$.NOISE6,16744483,1282,16337,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU73\$.NOISE4,16744483,1173,8295,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU73\$.NOISE3,16744483,878,12981,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.STAFF87,0,256,16649,0,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.INSTR,16744483,1374,37980,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.PARKING,16744483,7022,59539,16718848,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.!SB,16744483,793,4964,16718848,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.WDMATCH,16744483,9096,7745,6912,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.VOWELS,16744483,6308,61851,6400,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.SHMATCH,16744483,9222,22414,6912,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.PTMATCH,16744483,12442,53162,6912,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.CAKES,16744483,4405,18595,6400,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\P.UNAMES,16744483,2538,63549,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\P.UMARKS,16744483,1963,54589,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\P.PROCES2,16744483,3333,6132,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.DUMP,16744491,2499,15826,16716288,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\P.PROCES1,16744483,3148,9000,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\P.CNAMES,16744483,1083,24269,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\P.CMARKS,16744483,1925,47652,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.MENU,16744483,776,11153,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.!BOOT,0,10,32802,0,0,0,no match #1
Educational ($.edu.csv)\EDU74\$.DRAW59,16744483,2538,16872,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.DRAW55,16744483,2561,5624,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.DRAW54,16744483,2690,63243,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.DECAY,16744483,3570,14859,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.BPROG2,16744483,835,41951,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.BPROG1,16744483,789,62489,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU74\$.BPROG,16744483,763,19653,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.TITL,16744483,386,1308,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.SQFLKSF,16744483,785,62595,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.INT,16744483,3178,36157,16718592,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.GRFN,16744483,4466,21303,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.GRADMNU,16744483,463,56154,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.DRAGNSF,16744483,1005,57875,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.CIRCLE,16744483,1205,51250,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.BOXES,16744483,2632,16214,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.AREAMNU,16744483,462,57901,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.ACHILES,16744483,4696,40381,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.SNFL2SF,16744483,2091,18818,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.SNFL1SF,16744483,2096,9862,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.SFLKMNU,16744483,704,37758,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.SECNTS,16744483,3470,26156,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.MAINMNU,16744483,554,59442,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.LIMMNU,16744483,403,54255,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.INTFN,16744483,4594,33964,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU75\$.INT1/X,16744483,1717,21098,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU76\w.sec7.4b,0,8091,21159,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\1.CREATE,16744479,2133,29910,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU76\$.SR3,0,628,54314,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.SR2,0,624,63396,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.SR1,0,508,45372,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.SPH,0,342,40869,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.SN,0,537,49400,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.R,0,485,19221,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.NP5,0,872,61557,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU76\$.NP4,0,572,59345,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU76\$.NP3,0,553,29883,0,32761,4352,TYB music samples #6
Educational ($.edu.csv)\EDU76\$.NP2,0,542,5363,0,32761,4352,TYB music samples #4
Educational ($.edu.csv)\EDU76\1.CEEFAX,16744479,11328,36091,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU76\$.NP1,0,530,6716,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.HEAD,0,532,36172,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.FI,0,241,49283,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.F,0,544,8937,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.DATES,0,23,60229,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.CREATE,16744483,2133,29910,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU76\$.CEEFAX,16744483,11328,35243,16718080,32803,0,Basic #1
Educational ($.edu.csv)\EDU76\$.!BOOT,0,13,63811,0,0,0,no match #1
Educational ($.edu.csv)\EDU76\$.TVC,0,331,39481,0,0,0,no match #1
